review,sentiment
"After a somewhat slow start I thought this movie about the Italian occupation of a Greek island during World War II picked up and became a quite enjoyable watch for a couple of hours, from primarily two points of view. <br /><br />The love triangle is an interesting one and strikes me as believable, because I know it happened in various places under occupation. Penelope Cruz played Pelagia, a young Greek girl engaged to be married to Mandras (Christian Bale). I had questions about the depth of their love from the start, but their future was torn apart when Italy invaded Greece, and Mandras went off to fight. After German intervention, Greece is conquered and the island Pelagia lives on comes under Italian occupation, during which Pelagia meets and begins to fall in love with Captain Corelli (Nicholas Cage.) This, of course, was a dilemma that came to many young women in occupied lands. As they got to know their occupiers, they started to see them not as the enemy but as real people, and sometimes fell in love - often to the disapproval of their neighbours. I just finished reading an interesting book about the German occupation of Britain's Channel Islands in which this was a major issue. Once Mandras returns to the island, Pelagia is torn between them.<br /><br />The second background issue is the Italian occupation itself, which I thought was quite realistically portrayed. First was the contempt with which the island treated their Italian occupiers. Greece defeated Italy (quite true from a historical perspective) and was really conquered by the Germans. The refusal of the town to surrender to the Italians and instead to insist on surrendering to a German officer struck me as something that could well have happened (and was quite funny in fact. I loved the line, ""we would rather surrender to this German's dog than to you Italians."") The portrayal of the Italian troops also struck me as believable. The Italian Army was never enamoured of their German ally, and never enthusiastic about fighting with them. Although Hitler and Mussolini were close friends, their soldiers tended to treat each other with contempt. Here, the Italians are more interested in singing than fighting (which the German troops on the island simply can't understand,) and are ecstatic when Italy makes peace and withdraws from the war - until they discover that this may well make them prisoners of the Germans. It was all quite well done, I thought.<br /><br />It falters a bit at the end with an all too predictable finish, but still deserves praise.<br /><br />7/10",positive
"Never viewed this film and enjoyed the singing and dancing by Cagney and the other cast members namely: Dick Powell, (Scott Blair) who had a great tenor voice and Ruby Keeler, (Bea Thorn). James Cagney plays the role as Chester Kent who writes musicals and eventually goes into producing Prologues which are shown in between the feature films shown in movie theater's during the 1930's. Chester has trouble with people trying to steal his ideas for his shows. This is a very entertaining film with lots of comedy and plenty of laughs. Joan Blondell, (Nan Prescott) gave a great supporting role who was also very young and pretty. Dick Powell was great as a singer and dancer and just starting out with his long and successful screen career. Enjoy.",positive
"I first saw this film in 1980 in the midday movie spot. After many subsequent viewings (and purchase of the video) it still makes me laugh out loud.<br /><br />Yes, it's a relic of another age - a domestic comedy set in affluent middle class America - but well executed is well executed. But it's also a document of its age - a celebration of post-war optimism, the baby boom and the nascent consumer age. This film is no ""guilty"" pleasure.<br /><br />Three wonderful sophisticated leads actors - urbane Melvyn Douglas; bemused Cary Grant; daffily determined Myrna Loy - complement each other and a memorable team of characters.<br /><br />My favourite scenes - ""It means we gotta blast"" and ""Miss Stellwaggen"" and ""This little piggy"".<br /><br />Love it.",positive
"<br /><br />There is STAR TREK canon -- lots of it. From canon we know the history of the future. Advances in technology, events, places, first contacts with new beings, names, dates, etc.<br /><br />ENTERPRISE pretty much disregards much of ST canon. An unfortunate fact for long time serious fans. As one, I assumed that the producers would at least take a look at the first few episodes of TOS and retro back from there -- but no.<br /><br />The phase pistols, like much of the technology, look much more modern than found in TOS. An old style Starfleet laser gun, a slow gold speckle transporter effect -- that's what I expected to see. Also, I did not expect to hear pure beep-based sound effects similar to TNG but far apart from TOS sound effects. <br /><br />In the earliest view of TOS (the original pilot: THE CAGE), we see a Starfleet with a more formal military aspect -- a bit of old earth Navy. With ENTERPRISE, we see a shocking disregard for rank. There is more military code in the cartoon STAR BLAZERS than in ENTERPRISE.<br /><br />It is fine that Captain Archer is unsure about the needs of the Universe (quite unlike Kirk who never lacked confidence in his application of human justice), but inside ENTERPRISE everyone seems like an equal. Unprofessional, unsure, more distant from the feel of formal military service than found in any ST series -- and that says a lot!<br /><br />The casual country music opening theme song heralds the journeys of a family rather than the adventures of an important large military vessel.<br /><br />ENTERPRISE looks to show us a mostly fun, warm-fuzzy exploration of human relationships rather than take us on a historic, bold, gritty, high-rick exploration of space.<br /><br />I would have selected Adrian Paul to play the Captain and an older human to be the doctor. Still, I liked the actors for the most part. Linda Park, an outstanding ballroom dancer from Boston College, is sure to develop nicely. The characters making up the crew seem to be thoughtfully created.<br /><br />ENTERPRISE begins its run stronger than did the past three STAR TREK series. Let's hope for a good future!",positive
"When this showed at the Seattle Int'l Film Fest I was the only person standing and clapping and cheering. The rest of the crowd booed or was silent. It is a well played small film that reaches deep into the reality of a young gay man's humanity. It is about a real man; and does not play to the insipid hyper-buffed muscular ""gay paositive"" that passes for the genre of non-porn Gay cinema (and that is why so much of contemporary Gay genre movies are so dull). This movie is Intense Passsion and Great Tragedy. The acting and directing and cinematography is fantastic; it all keeps the film clastrophobic and tense and passionate. Don't miss this if you can find it.",positive
"I first saw this movie in a theater in France a year or so ago. It came and went with little fanfare, but I enjoyed it for the beauty of the landscape photography and the fascinating wildlife footage. (The story, while nice, is really incidental. If you actually thought about it, there is no way most of what happens could happen in real life.) I just saw it again tonight, here in the States, on DVD. Again, I gather it has very limited distribution. Blockbusters only had one copy of it, and I don't recall it ever playing in the art houses in Cleveland.<br /><br />Seen on my TV, the photography is not as breathtaking, though it is still very beautiful. The wildlife footage is still fascinating. The story of the relationship between the 10-year old child and the fox is even less convincing the second time around, when you know where it's headed.<br /><br />Still, as I said, the story is incidental. It's a beautiful film to watch, and if you like wildlife footage, you should find this fascinating.",positive
"Wladyslaw Starewicz was a Russian-born animator living in France who did incredible things using stop-motion. I've seen a couple of these films before and they feature his favorite subjects--insects, frogs and various animals. They are extremely realistic and lifelike and even today are amazing to watch--the quality is simply fantastic.<br /><br />This one stars lots and lots of frogs. They appeal to their god, Jupiter, to give them a king. Why do they need a king, wonders Jupiter--their lives are perfectly fine now. So, to teach them a nasty lesson, he makes an Egret the king and one by one it starts eating its subjects! Then, the frogs once again appeal to Jupiter, who states the obvious moral that it's best to be happy with what you have! <br /><br />While the animation quality is incredible, this is a very creepy film for kids. I would think this would terrify them both by how real the animals look as well as the story itself which is not for the faint of heart!",positive
"This movie is on cable sporadically, and I never really watched it, thinking it would be similar to the Bruce Willis film ""Ïn America"", with the usual trite story about American freedom, etc. But it was not; it was so much more!.<br /><br />Of course, Martin Sheen is excellent; (I have never seen him in a movie I haven't loved, even if the script is bad, because he is so talented). Kathy Bates is the overbearing mom, and does a great job. The real surprise is Emilio Estevez, who has not always been in the greatest films, but also directed this movie. Please don't stereotype him from the ""Breakfast Club"" movie; he is so much better in this, and I wish he would do more non-commercial, atypical Hollywood movies.<br /><br />The film is realistic, as we see Emilio home from Vietnam, during Thanksgiving. Kimberly Williams is passable as the sister, who feels she is ""disgraced and embarrassed"" by the returning soldier, her brother; he is quite alienated from the family, and, especially at this time in US history, this story is VERY relevant.<br /><br />I learned a great deal about post-traumatic stress, and you will genuinely empathize with this character; This is not a violent, journalistic portrayal, like ""Platoon"" for example, it is more of a character study, which leaves us even more intrigued and concerned about the effects of war, especially when one considers the young age of the soldiers who are victims. With today's violence, it is rare that a movie causes one to genuinely feel sad, and shed a tear; this does it, and deserves recognition.",positive
"In 1979, I was a boy of 12 years old, My parents had just got the home box office which was pretty new to our neighborhood. As a 12 year old boy, this was the first time I saw boobs on television. I will never forget the joy of those times. Racing vans, the total ass-wipe with the baddest van, the water bed, the smoking of herbs, the hot 70's chicks, the 'makin love in my Chevy van song, it was all so new to me. A complete movie with all of the memories you could hope for. I own it and enjoy it about once a year. When I watch this movie, it makes me want to get my skates, with 4 wheels, not in a strait line, go to the park and hunt down some babes with feathered hair. truly great memories of young adolescence!",positive
"Although some may call it a ""Cuban Cinema Paradiso"", the movie is closer to a How Green Was My Valley, a memory film mourning for a lost innocence. The film smartly avoids falling into a political trap of taking sides (pro-Castro? anti-Castro?, focusing instead in the human frailty of the characters and the importance of family. Filled with good acting, in particular from Mexican actress Diana Bracho, who plays Keitel's wife. A masterpiece, filled with references to classic movies, from CASABLANCA to Chaplin's CITY LIGHTS. Gael Garcia Bernal plays a small role which is critical for the dramatic payoff of the story. TV director Georg Stanford Brown, in a rare return to acting (remember THE ROOKIES?), plays a homeless bum who acts as Greek chorus, superbly. It is a pity that this movie, originally titled DREAMING OF JULIA, has been released in the States by THINKfilm with the atrocious title of CUBAN BLOOD, which has nothing to do with the movie.",positive
"This almost unknown gem was based on a French farce--which shows, and I mean that as a compliment. <br /><br />Caroline (Lee) is being courted by a wealthy Argentinian (Roland), who asks her father for her hand in marriage. But Caroline is already married to Anthony (Colman), who has just arrived by plane and launches immediately into an audience-directed reminiscence about the last time Caroline decided she was in love with someone else: a dilettante-ish sculptor (Gardiner). The film plays out the story of Anthony's strategy in uncoupling Caroline from her sculptor, and how that experience aids him with her Argentinian.<br /><br />It is perfectly cast: Ronald Colman is at his most sophisticated and charming, Reginald Gardiner is at his most priggish, Gilbert Roland is at his most exotic, and Anna Lee is just deliciously whimsical. The film is wonderfully directed by Lewis Milestone (who also produced); the whole production feels like a labor of love. There are wonderful touches, such as Colman breaking frame and addressing the camera, and exceptional use of a sliding bar-cabinet door. It is a sin that it hasn't been released on DVD--this is the kind of film that can singlehandedly awaken interest in classic film.",positive
"Pinjar is truly a masterpiece... . It's a thought provoking Film that makes you think and makes you question our culture. It is without a doubt the best Hindi movie I have seen to date. This film should have been shown at movie festivals around the world and I believe would have been a serious contender at Cannes. All the characters were perfectly cast and Urmila Matkondar and Manoj Bhajpai were haunting in their roles.<br /><br />The story the movie tells about partition is a very very important story and one that should never be forgotten.<br /><br />It has no biases or prejudices and has given the partition a human story. Here, no one country is depicted as good or bad. There are evil Indians, evil Pakistanis and good Indians and Pakistanis. The cinematography is excellent and the music is melodious, meaningful and haunting. Everything about the movie was amazing...and the acting just took my breath away. All were perfectly cast.",positive
"Seeing this movie always reminds me of what I remember summer being like, God! such a long time ago. The entire scene involving the ""overnight"", from the canoe procession to the end of the trip, is precious, and Tripper's story about the homicidal maniac is urban legend right out of my youth. A highly entertaining movie, made many times better by the awful sequels that followed.",positive
"When i watch this movie i too get excited when seen bed scenes of miss world. She has beautiful and charming body. When cute lady do bed scenes and show her fully nude body... i think male have hard to resist....i think its time for cute girls like hrishita bhatt also do nude scenes. At least no one wants to c nude body of ugly women like Seema biswas to c in bandit queen.I concur with what mallicka.b has said. The movie is portrayed in a way which appears to be a kind of vilification on the original content. Emotions aren't conveyed properly. I guess a couple of not-so-good performances also contributed to its mediocrity. In my view, Tabu would have been a much better choice for such a role instead of Aishwarya Rai. In some of her scenes, she looks a bit lusty, which is not ultimately what the movie should have portrayed. I also noticed a bit of over-acting in some of her scenes. I'm a bitter critic of Aishwarya Rai :) Can't help it; sorry for that. 'Raincoat' was a good movie by Rituparno Ghosh. And I saw Choker Bali after seeing Raincoat; I was not at all impressed",positive
"My first impression would be this is Beowulf only with all the good bits of fighting Grendel and dragons intact, making it one thrill ride from start to end. Written by Frederic Lanoir and Arthur Qwak, the two of them had created a fantastical landscape that becomes a character in itself within their story, with its ever changing environment made up of small spheres of land floating around, which can either be wastelands, or globes of greenery.<br /><br />The story's a simple one, which tells of a land which is cowering in the expectation of a mighty dragon's unwanted visit to plunder and destroy, and the resident knights have all but been annihilated. Enter the king's granddaughter Zoe (Marie Drion) who gathers Lian-Chu (Vincent Lindon), a huge brute with immense strength but truly a gentle giant, and his partner-in-arms Gwizdo (Patrick Timsit), who balances the partnership with his cunning brain. Lian-Chu and Gwizdo (together with their pet creature which too proudly spews incipient fires) share a common dream of owning a farm land and spending idyllic days tending to their farm animals in retirement, but in order to do that comes the requirement of being financially free, hence their career in monster-extermination which doesn't exactly pay off.<br /><br />That's basically the whole gist of it, but what makes this film a spectacle, is its CG graphics, which is solidly rich, detailed, and an eye-popping marvel to behold. It has some wonderfully crafted set action pieces that were painstakingly designed to draw you into the thick of the action,, and during those fight sequences, there's nary a boring moment. Photo-realistic moments of non-existent landscapes make you put aside the fantasy of make-belief, and it's easy to be in awe of the landscape which goes beyond the usual three-suns and a kaleidoscope of flying thingamajigs (here's having at you George!) And I couldn't get enough of the finale battle as well, though the usual brick-bats will find some fault at the indestructibility of the principle characters.<br /><br />I guess this film had opened my eyes that there are many more computer-animated companies out there around the world that have quality in their product to match that of Pixar's. And this is definitely a movie that the local filmmakers of Zodiac: The Race Begins and Legend of the Sea can learn from  to keep the story effectively simple, and let your moving artwork do all the talking. Definitely highly recommended!",positive
"In 1974, the teenager Martha Moxley (Maggie Grace) moves to the high-class area of Belle Haven, Greenwich, Connecticut. On the Mischief Night, eve of Halloween, she was murdered in the backyard of her house and her murder remained unsolved. Twenty-two years later, the writer Mark Fuhrman (Christopher Meloni), who is a former LA detective that has fallen in disgrace for perjury in O.J. Simpson trial and moved to Idaho, decides to investigate the case with his partner Stephen Weeks (Andrew Mitchell) with the purpose of writing a book. The locals squirm and do not welcome them, but with the support of the retired detective Steve Carroll (Robert Forster) that was in charge of the investigation in the 70's, they discover the criminal and a net of power and money to cover the murder.<br /><br />""Murder in Greenwich"" is a good TV movie, with the true story of a murder of a fifteen years old girl that was committed by a wealthy teenager whose mother was a Kennedy. The powerful and rich family used their influence to cover the murder for more than twenty years. However, a snoopy detective and convicted perjurer in disgrace was able to disclose how the hideous crime was committed. The screenplay shows the investigation of Mark and the last days of Martha in parallel, but there is a lack of the emotion in the dramatization. My vote is seven.<br /><br />Title (Brazil): Not Available",positive
"This Academy Award winning short film can rank among the greatest of the genre. Told completely without dialogue, it is a visual treat about a young boy who buys a gold fish, lovingly places him in a bowl then goes off to school, leaving the gold fish unprotected and a window carelessly open. After a while, a neighboring orange tabby comes poking around, comes in through the window and heads slowly for the bowl. The fish apparently knows something is going on and becomes very excited. As the cat comes very near to the bowl, the fish jumps out. The cat catches the fish, drops him back in the bowl and exits through the window he came in just as the boy, not knowing what has happened, gets back. This was amazingly filmed with real animals; how Cousteau got these animals to behave in this manner is remarkable. I only wish this film were available now for people to see; I only saw it once, in 1959 when it was originally released, but it has remained unforgettable.",positive
"OK, first, to all the haters: Get a life! I don't see why you even bother to post on these boards, when obviously you know nothing about cinema, robots, or people. <br /><br />This movie has an important lessons for all of us to learn about gender, stereotypes, relationships, and DESTINY. Really, we are all robots, programmed to respond certain ways to certain stimuli without thinking. How many times have we seen a sunset and made some trite comment without even thinking about it? I say, THANK YOU Aqua (brilliantly played by Bernadette Peters) for making me stop and think about the awesome power of mother nature. <br /><br />It's only when Val and Aqua begin to reject their programming that they begin to understand their true desire--to find love, and to flee the factory in search of a creative life. This movie should be mandatory viewing in prisons--just think of the dreams and hopes it could inspire in the inmates. maybe even they could overcome their ""bad"" programming and join the rest of us in a crime-free world.<br /><br />We can all learn a lot from these robots. I am a better person for Heartbeeps.",positive
"*!!- SPOILERS - !!*<br /><br />Before I begin this, let me say that I have had both the advantages of seeing this movie on the big screen and of having seen the ""Authorized Version"" of this movie, remade by Stephen King, himself, in 1997.<br /><br />Both advantages made me appreciate this version of ""The Shining,"" all the more.<br /><br />Also, let me say that I've read Mr. King's book, ""The Shining"" on many occasions over the years, and while I love the book and am a huge fan of his work, Stanley Kubrick's retelling of this story is far more compelling ... and SCARY.<br /><br />Kubrick really knows how to convey the terror of the psyche straight to film. In the direction of the movie AND the writing of the screenplay, itself, he acquired the title ""Magus"" beyond question. Kubrick's genius is like magic. The movie world lost a great director when he died in 1999. Among his other outstanding credits are: Eyes Wide Shut, 1999; Full Metal Jacket, 1987; Barry Lyndon, 1975; A Clockwork Orange, 1971; 2001: A Space Odyssey, 1968; Spartacus, 1960 and many more.<br /><br />The Torrences (Jack, Wendy his wife and Danny, their son) are living in the Overlook Hotel for the winter; Jack has been hired as the caretaker. It is his job to oversee the upkeep of the hotel during the several months of hard snow, until spring when the Overlook reopens its doors. It seems there are many wealthy and jaded tourists who will flock to the Colorado Mountains for a snow-filled summer getaway.<br /><br />The Hotel was an impressive piece of architecture and staging. It lent to the atmosphere, by having a dark, yet at the same time ""welcoming"" atmosphere, itself. The furnishings and furniture was all period (late 70's - early 80's), and the filmography of the landscape approaching the hotel in the opening scene is brilliant. It not only lets you enjoy the approach to the Overlook, it also fixes in your mind how deserted and isolated the Hotel is from the rest of the world.<br /><br />The introduction of Wendy and Danny's characters was a stroke of genius. You get the whole story of their past, Danny's ""imaginary friend,"" Tony, and the story of Jack's alcoholism all rolled into this nice, neat introductory scene. There was no need in stretching the past history out over two hours of the movie; obviously, Kubrick saw that from the beginning.<br /><br />Closing Day. Again, the scenic drive up the mountains to the Hotel (this time, with family in tow), the interaction between Jack and Danny was hilarious while also portraying a very disturbing exchange.<br /><br />The initial tour through the Overlook is quite breathtaking, even as the ""staff"" is moving things out, you get a chance to see the majestic fire places, the high cathedral ceilings and expensive furnishings, dormants and crown moldings in the architecture. ""They did a good job! Pink and gold are my favorite colors."" (Wendy Torrence) Even the ""staff wing"" is well designed and beautifully built.<br /><br />The maze was a magnificent touch, reminiscent of the Labyrinth in which the Minotaur of Crete was Guardian. When Jack Nicholson stands at the scaled model of the maze and stares into the center, seeing Wendy and Danny entering, it's a magickal moment; one that tells you right away, there are heavy energies in that house; there's something seriously wrong, already starting. ""I wouldn't want to go in there unless I had at least an hour to find my way out."" (The Hotel Manager)<br /><br />Scatman Cruthers, as Dick Halloran, was genuine and open in his performance. His smiles were natural and his performance was wonderful. You could actually believe you were there in the hotel, taking the tour of the kitchen with Wendy and ""Doc."" His explanation of ""the shining"" to Danny was very well delivered, as was his conversation with the child about Tony and the Hotel. It was believable and sincere.<br /><br />The cut out and pan scan of the hotel itself, with the mountains looming behind, the cold air swirling about, mist coming up from the warm roof of the snowbound hotel, adds so MUCH to the atmosphere of the movie. It also marks the ""half-way-to-hell"" point, so to speak; the turning point in the movie.<br /><br />Shelley Duvall's portrayal of Wendy Torrence was masterful. (So WHAT if she also played Olive Oyl?! It just shows her marvelous diversity!) Honestly, before I saw the movie on the big screen in 1980, I said,"" What? Olive Oyl? *lol* (Popeye was also released in 1980.) But I took that back as soon as the movie started. She's brilliant. In this Fiend's opinion, this is her best performance, to date! (Although I did love her in Steve Martin's ""Roxanne,"" 1987.)<br /><br />Once Kubrick has established the pearly bits of information of which you, the viewer, need to be in possession: the Torrence's past; Danny's broken arm; Tony; the history of the Hotel itself; the fact that Danny is not ""mental,"" but rather clairvoyant instead, and the general layout of the Hotel; all of which you get in the opening 3 sequences; the movie never stops scaring you.<br /><br />The two butchered daughters of the previous caretaker, Delbert Grady (the girls having appeared several times to Danny, first by way of Tony in the apartment before the family ever left for the hotel) were icons with which Danny could identify, and of which he was afraid, at the same time. They were haunting (and haunted), themselves and showed Danny how and where they were killed, in a rather graphic and material way.<br /><br />Kubrick's Tony was written as an attendant spirit, like a spirit guide which he acquired as a result of his arm nearly being wrenched off his body by his own father. He was...""the little boy who lives in my mouth."" He would manifest in the end of Danny's finger and physically spoke through Danny in order to speak TO Danny. NOT like in the book, I realize, where Tony was intended by Stephen King to be the projection of Danny as an older boy, trying to save his father. Kubrick left out that little twist and it somehow made it more frightening when Tony ""took ... Danny ... over."" The idea of Danny's older self projecting back to his younger self isn't...scary.<br /><br />The ""Woman in the Shower"" scene, done by Lia Beldan (about whom I can find no other credits for having done anything before, or since) as the younger woman and Billie Gibson (who ALSO appears to suffer from a lack of credits for works before or since), was seductively obnoxious and thoroughly disgusting. It was dramatic, and frightening. Abhorrent and scary. When Nicholson looks into the mirror and sees her decomposing flesh beneath his hands; the look of sheer terror on his face was so complete and REAL.<br /><br />Jack quickly embarks on his trek from the ""jonesing"" alcoholic to a certifiable insane person. The degradation of his character's mental state is carefully and thoroughly documented by Kubrick. Jack's instant friendship with Lloyd the Bartender (as only alcoholics, would-be mental patients and drug addicts do) portrays his pressing NEED of the atmosphere to which Lloyd avails him; namely, alcohol ...""hair of the dog that bit me."" (Jack Torrence) In Jack's case, it's bourbon on the rocks, at no charge to Jack. ""Orders from the house."" (Lloyd the Bartender) Nice play on words.<br /><br />When Wendy find's Jack's ""screenplay"" is nothing more than page after page of the same line typed over and over, albeit in 8 or 9 different creative styles...when he asks from the shadows, ""How do you like it?"" and Wendy whirls and screams with the baseball bat in her hand...is so poignant. It's the point where she realizes how messed up the whole situation is...how messed up Jack is. It's very scary, dramatic and delivers a strong presence. That coupled with Danny's visions of the hotel lobby filling with blood, imposed over the scene between Jack and Wendy, and with the confrontational ending to this scene, make this possibly THE strongest scene of the movie.<br /><br />The ""REDRUM"" scene. Wow. What do I say? What mother would not be totally freaked by awakening to find their young, troubled son standing over them with a huge knife, talking in that freaky little voice, exclaiming ""REDRUM"" over and over? Even if it HAD no meaning, it would still be as scary as the 7th level of HELL. It was something everyone could (and has) remember(ed). Speaking of memorable scenes...<br /><br />Nicholson's final assault on his family with an axe was perhaps one of the scariest scenes of movie history. His ad-libbed line, ""Heeeeere's Johnny!"" was a stroke of brilliance and is one of the most memorable scenes in the history of horror. It also goes down in horror movie history.<br /><br />The ending..? Kubrick's ending was perfection. I felt it ended beautifully. No smarm, no platitudinous whining, no tearfully idiotic ending for THIS movie. Just epitomized perfection. That's all I'll say on the subject of the ending.<br /><br />Who cares what was taken out?! Look what Kubrick put IN. Rent it, watch it, BUY IT. It's a classic in the horror genre, and for good reason. IT RAWKS!!<br /><br />*Me being Me* ... Take this movie, and sitck it in your Stephen King collection, and take the 1997 ""Authorized"" version done by King and stick it down in the kiddie section. That's where it belongs. .: This movie rates a 9.98 from the Fiend :.",positive
"I have to say that this film was excellently produced and tops the ratings as a typical sci fi film! I enjoyed it.. its a sci fi film, if you want a thriller watch another channel.. This is what the scifi lovers want. Excellently produced by one of Sci-fi's best producers Scot Vandiver ! OK the special effects weren't excellent, but what a great cast! Some more money could have been used for effects but then again what sci fi has high budgeted effects. Stop complaining and change the channel if you don't like these type of films.. Films like Mission Impossible and Braveheart are great but these aren't Sci fi films.. Sci fi produces excellent films like Sabretooth , Alien Hunters etc .. Well done .. keep them churning out!",positive
"'Oldboy' director Park Chun-wook returns with what must be one of the yuckiest and at the same time most serious vampire flicks in movie history.<br /><br />Trusting the latest Hollywood fad, vampires these days are supposed to be rather nonviolent, asexual, love-lorn chevaliers instead of the evil rampantly sexual blood-sucking mind-manipulating man-beasts of yore. This is the film you want to see if you want to remember the sticky thrills of the past... well, at least in the second half.<br /><br />'Thirst' starts out with a lengthy character exposition culminating in a slightly different love story. The vampire transformation of a priest is, over quite some time, sidelined by the romantic and sexual aspects of the story, which makes for some awkward viewing. But the last 40 minutes or so are surprisingly gory. Well, maybe not so surprisingly if you know 'Oldboy' and 'I'm a Cyborg but that's OK', but I guess it's fair to say that 'Thirst' beats Park's earlier films in terms of in-your-face violence. <br /><br />All in all, be warned that this is neither art cinema nor a horror flick. It may be too disgusting for many and too tame for some. 'Thirst' is original, entertaining and fortunately a little less weird than Park Chun-wook's earlier endeavors.",positive
"Larry Burrows has the distinct feeling he's missing out on something. Ever since he missed a crucial baseball shot at school that cost the championship, he's been convinced his life would have turned out better had he made that shot. Then one night his car breaks down again. Walking into the nearest bar to wait for the tow truck, Larry happens upon barman Mike, who unbeknown to Larry is about to change his life for ever.......<br /><br />The alternate life premise in cinema is hardly a new thing, stretching back to the likes of It's A Wonderful Life and showing no signs of abating with the quite recent Sandler vehicle that was Click. It's a genre that has produced very mixed results. Back in 1990 was this James Belushi led production, rarely mentioned when the said topic arises, it appears that it has largely been forgotten. Which is a shame since it oozes charm and is not short in the humour department. We know that we are being led to its ultimate message come the end, but it's a fun and enjoyable path to be led down. The film also serves notice to what a fine comedy actor James Belushi was. I mean if his style of smart quipping and larking exasperation isn't your thing,? then chances are you would avoid this film anyway. But for those engaged by the likes of Red Heat, K-9 and Taking Care of Business, well Mr. Destiny is right up your street. Along for the ride are Linda Hamilton, Michael Caine, Jon Lovitz, Hart Bochner, Jay O. Sanders, Rene Russo and Courteney Cox.<br /><br />Mr. Destiny, pure escapist fun with a kicker of a message at its heart. 7/10",positive
"I missed the full four hour version when it was originally released in theaters because it played one week. I had to settle for seeing the shorter two and a half hour version a year or so later and was left stunned by what I saw. I left the theater thinking I had witnessed a masterpiece and wondering what the full version was like.<br /><br />The full version is mostly good but it has sequences that are so incredibly dull that the whole movie is pulled down and almost sinks beneath the waves.<br /><br />The problem is entirely in the editing which should be labeled as the final word on excess. There are times when things go on and on and on and nothing happens. Shots of people in a city that go on much too long with no purpose in the narrative. We get beautiful vistas and visions of such beauty that they bring tears to your eyes but they are used too frequently as a place holder instead of as punctuation or to set a place. Much of the longer version seems to be on screen simply because it looked good.<br /><br />I've attempted to actually sit down and watch Heavens Gate with out resorting to the Fast Forward button but somewhere along the way I find I can't stand it any more.<br /><br />I wish MGM would take pity on us and release the shorter version to DVD as well as the huge dinosaur. Perhaps as a two pack so that we could see which is the better version, and whether Cimino was mad or not.<br /><br />And while they were at it why not include the once rumored Johnson County War edit that ran 90 minutes. Supposedly United Artists tinkered with a further cut in the hopes of getting some of their money back. Whether it was ever done or still exists is up in the air, but it would be interesting to see.",positive
"""La Bête"" by Walerian Borowczyk is based on the short story ""Lokis"" written by Prosper Merimée.Lucy Broadhurst(Lisabeth Hummel),an American heiress betrothed to the son of an impoverished Marquis,arrives at the family's crumbling château and learns of a mythical ursine beast purported to prowl the nearby forest.It is fabled that a former lady of the house(Sirpa Lane)once engaged in perverse sex with the creature and Lucy finds herself consumed by dreams of the incident. ""The Beast"" is an art-house mix of surreal horror,explicit sleaze and porno.There's implied bestiality,assault and perversion in the priesthood,copious fake ejaculate smeared on bared breasts,masturbation with a rose and, most graphic of all,the eponymous beast toying with incredibly big phallus.Still this genuinely erotic film is wonderfully photographed and tasteless.The women here are stunningly beautiful and they are naked most of the time.Overall ""La Bête"" is a visual feast.Whether it be from the fetishistic attention to detail,or the visual motifs pregnant with information,Borowczyk's masterpiece should be watched with care and attention.A must-see for fans of European cult cinema.",positive
"I actually went to see this movie with low expectations since it was the only one that fit my schedule. And amazingly I found it really original. I have commented on other Colombian films before, and I agree that Colombian movies tend to have a similar scheme, and always try to make reference to the average vulgar people,especially trying to make jokes out of the continuous cursing. But let's face it, the language used in this film is not especially exaggerated. Unfortunately, this is how real people speak. The storyline and the pacing are brilliant, and it could be extrapolated to any country in the world The acting was great, and the script is to me one of the best ones ever produced in Colombian soil. I think that anyone around the globe can get a good one hour and a half of entertainment, with a beautifully well directed bluffing black humor comedy. It kind of reminded me of films like snatch, and others of the sort. I highly recommend it and hope it can be viewed by more people, since Colombian movies seem to have started to be more internationally focused since last year.",positive
"My room-mate ordered this one off of the web a while back and I finally got around to watching it. It is gross. It is cheezy. It is pretty dumb... but it is also a lot of fun. I mean, this was the most fun we have had watching a movie like this since ""City Of The Walking Dead"" ages ago. It was like being at the old Drive-In Theater again! You could tell the guy who made this movie liked all the horrible dubbed zombie movies. This one has all the cliches and tricks from those films rolled into one, and it's neat because it is SUPPOSE to be like that. The cheeze factor is high, the gore flows and the laughs roll! The effects go from sloppy to good, with the one where the guy gets torn in half and the one where a guy gets his heart shoved through his chest both being excellent! The acting goes from terrible to actually pretty good. There is not much plot, just lots and lots of gore. This one is patterned after the zombie movies from Italy and Spain I think, because they linger on the gross scenes forever, like this movie. If you like Troma movies, cheezy B-grade stuff, then you can do no wrong watching this one. A nice way to waste a Friday night!",positive
