,review,sentiment
11494,"This 1-hour 30-minute inside joke is best understood by Catholics, the number one religion of self-medicating comedians the world over. That isn't to say it can't stand on its own which it does, that the film isn't without its flaws, which its got. Technical issues, mostly: Belief that in 1998 digital was the answer when in fact it was in its infancy - a Beta of a Beta if you will, and re-mastering will never improve it. For the love of God, Hal...please get yourself a Red One. Or three.<br /><br />If you like Hartley films of course, you'll like it. I liked it, because I liked Grim/Fool, and there were added benefits of retrospect: I couldn't help noticing a disturbing self-prophecy, an airliner soaring overhead, used as a harbinger of Armageddon in this 1998 movie. It was as if Cheney had gotten the whole idea from Hal. It's true - Hartley moves his players round into the camera like it's the House of Commons, just one piece of the gimmickry that needs a rest. After all, we're already paying attention to the actors, and the writing is alive. Not great writing, but...fervent. Can I use the word fervent? Purposeful, intelligent, not condescending.<br /><br />Absolutely love PJ Harvey in this, course I'd love her anywhere. Oddly, if Helen Mirren needs a younger self, she should look Harvey up and bring a bottle of blond.",positive
6891,"Deeply emotional. It can't leave you neutral.<br /><br />Yes it's a love story between 2 18 years old boys. But it's only the body of this movie. And it's been removed. You only feel what happened with these boys. You feel the soul of the movie. With of course some action, some sex, but this is no pornography, too many feelings.<br /><br />It was only a summer ""story"", and it became, from love to hate, almost to death, the most important time of their lives. I loved it, you will too, whatever your feelings are.",positive
813,"This film is a lyrical and romantic memoir told through the eyes an eleven year old boy living in a rural Cuban town the year of the Castro revolution. It is an obviously genuine worthy labor of love. <br /><br />The names CUBA LIBRE and CUBAN BLOOD are merely attempts to wrongly market this as an action film. DREAMING OF JULIA makes much more sense. It has more in common with European cinema than with RAMBO and the revolution is merely an inconvenience to people's daily lives and pursuits. That fact alone makes the film more honest than most works dealing with this time period in Cuban history.<br /><br />The excessive use of the voice-over narrator does undermine the story but the film makes up for it with unqualified clips from Hollywood films that say so much more visually than the narrator could.<br /><br />The comparisons to CINEMA PARADISO and are fair game as the film does wax melancholy about movies, but there is an underlying pain at the loss of a lifestyle that surpasses lost love. <br /><br />The revolution, like the film JULIE, never seems to have an ending.",positive
14337,"Academy Award winner Robert Redford (Best Director. Ordinary People 1980) captures the majesty of the Montana wilderness and the strength of the American family in this acclaimed adaptation of Norman Macleans classic memoir.<br /><br />Craig Sheffer stars as the young Norman, and Brad Pitt stars as his brother Paul, an irresistible daredevil driven to challenge the world.<br /><br />Growing up, both boys rebel against their stern Minister father (Tom Skerritt).<br /><br />While Norman channels his rebellion into writing, Paul descends a slippery path to self-destruction.<br /><br />Also starring Emily LLoyd as wild-hearted Jessie Burns.<br /><br />The film won an Academy Award for Best Cinematopghaphy in 1993.",positive
10304,"When I first bought this movie, I had my doubts about it, even though the cast was pretty impressive. But after seeing it, I really do not regret spending the money. In fact, I'd love to spend it again and again and again on movies like this.... An absurd combination of humor, drama, thrill and the big questions. This is exactly what makes it a Great movie. Okay, some might not enjoy what they see, and some might even turn it off after a little while. your loss. It's got a wonderful way of dealing with the issues we've all been through in one way or the other, and the characters you think you won't enjoy the company of throughout the movie, turns out to be the ones you really come to love after a short while. For anyone with an open mind, and a sense of humor and living - watch this movie, I promise you you won't be disappointed!",positive
954,"I absolutely loved this film! I was hesitant to watch it at first because I thought it would be too painful. I remember how hard it was when John was shot. However, watching the ""Two of Us"" took me back to a happier time when he was still alive and there was hope and possibility. I think that the writer did an amazing job depicting what ""might have been."" Aidan Quinn was adorable as Paul and met the challenge head on. I was impressed with his accent and mannerisms. Jared Harris is also very talented and was quite believable as John. My favorite parts were the scene in the park and the rooftop scene - which was so poignant. The film left me with both sadness and satisfaction, both of which I feel are appropriate, given the circumstances.",positive
42270,"Gorgeous Annie Belle in her prime stars in this adventure/sex movie. She wears her hair in a buzz cut that is bleached platinum. She and her boyfriend are visiting some tropical Asian paradise. They have decided to keep an ""open"" sexual relationship, which is played out on their journey to find a secret society/tribe where the people live one year and then are reborn in some kind of ceremony. The scenery is gorgeous, deep vast green gorges and jungles are explored. The imagery is very similar to that of the movie ""Black Emanuelle"". It is rich and colorful. Recommended!",positive
19694,"I am Black American and I loved this soap opera. I watched it dubbed in Spanish on Telemundo, almost 5-7 years ago. The story was a TRUE story about a black slave who's love affair with a white commander led to her leadership and candid, whimsical way of living.<br /><br />A lot of us could learn a lot from XICA. She took what she had, nothing, and saw her possibilities. Many would argue that she sold herself out - but she was trying to secure her future and that of her future children.<br /><br />It was such an excellent soap opera, that I thought it would be released on DVD, but it's not being released. This soap opera was the best soap opera EVER. We need for it to be released on DVD or broadcast on TV again. It's playing on Azteca America right now, which is only available in Mexico or in the US by paid cable. We need it released again to Telemundo.",positive
38415,"This is a very good Spanish movie but I am worried that many out there will feel lost because many around the world have no idea what the Spanish Civil War was all about or when it was fought. Being a history teacher, I had a big advantage but could easily see how the film could be confusing until you piece together all the pieces. I doubt if this would be a big concern in Spain where this film was made, but for other audiences they may be a bit confused until later in the film.<br /><br />The movie begins with 12 year-old Carol and her mother returning to her mother's home town. Years have passed and you gather that they are coming to Spain from New York City. Despite the strangeness, Carol speaks reasonably good Spanish and much of the film is about how she adapts. As for why her and her mother are alone, I'll spill it now for those who don't pick up on the fact that Carol's father is fighting in the war on the side of the Republicans (who eventually lost in this very bloody conflict).<br /><br />The movie gets exceptional marks for its lovely camera work and music. The rather slow and rambling pace isn't bad provided you are someone who can accept films this way. I have seen several other Spanish films about this war and this compares pretty well to them--not better or worse--just a decent slice of life film about those who are left behind as well as a nice coming of age flick.<br /><br />PS--If you don't know which side is which, the Republicans were mostly Socialists and they were backed by the Soviet Union and Mexico as well as volunteers from many countries (including the USA). The Nationalists were led by Franco and were aided by Portugal and the Fascist states of Germany and Italy.",positive
33138,"Not entirely sure how I stumbled upon this movie, but I'm so glad I did. Initially, we were put off by the fact that it was subtitled, but even my dyslexic brother who hates to read (especially at the weekend) enjoyed this film. I found the script fantastic and the way it was delivered in such a dead-pan manner only added to the puddles of pee on my sofa. Not entirely sure whether it's quite so funny to the native Danish as the comedy seems to be enhanced by the tonelessness of the subtitles and the ambiguity of the translation. I haven't watched many Danish films (or any for that matter), but judging by this film I'm guessing they're not constrained by the same political correctness as elsewhere (gawd bless 'em) making the character of Eigel a breath of fresh air, because let's face it special needs are funny. There are so many great one-liners in this film it puts American sitcoms to shame.",positive
48905,"I recently stumbled across a TV showing of ""Passion...."" (having missed the opening scenes). Ms Currier in to be praised for having the vision and courage to bring such a strange de Balzac tale to the screen. I am grateful to the entire cast and crew for their parts in producing such a thoroughly fine motion picture. It must have been arduous shooting so many scenes in the desert. And I cannot comprehend how her trainer coaxed such a fine ""performance"" from the leopard, Simoon. (This adverture calls to mind another suspenseful adventure, ""Naked Prey""). Why isn't this film more well-known?. Hope I can find it on video.",positive
3793,I watched the DVD of this movie which also comes with an excellent commentary track (in English). It seems in Cambodia (the subtitles in English say the character is speaking Thai but the movie says Cambodia)a very violent evil man is raising boys to be killers using starvation and training them to fight and kill. He sends Pang to kill some people in China and during the killings a cop's partner is killed. The cop Wai is a loose cannon who is worried about his father who is also a cop who was shot and is in a coma. Wai's chief is his dad's friend and is worried about Wai's erratic behavior. He doesn't know Wai was the one who caught his dad in dealing with drug dealers and shot him and put him into the coma. Pang escapes and hides in a squalid landfill shack where he meets a woman who came here to find her mother and keeps repeating her father won't let her leave (Pang doesn't speak Chinese and doesn't understand this but saves her from her father who appears to be having sex with her maybe this is the reason for Cat III). Wai becomes more and more obsessed with getting Pang but Pang is almost unstoppable. Even after Pang steals a boat and takes the woman to his home where they are married and she becomes pregnant Wai follows and joins the evil man (who's training the boys)making a deal to fight and train so he can get Pang. There is a big showdown between Wai and Pang with the terribly abused woman the major victim and leaving Wai dead and Pang cutting out his child from the dead mother only to die and leave him as the possible next boy to be raised as a killer. This film is beautifully photographed with an excellent soundtrack. There are many very brutal violent scenes. The woman having a long nail pulled out of her foot. Knives to the neck and torso. Guns fired directly to the head. And several very intense beatings. It maybe grim intense and downbeat but it is definitely worth seeing.,positive
48431,"For me, the Tempest and its characters (by which I mean the admirable ones) are like old friends. Ever since I first began to experience the play through acting classes (I played Ferdinand) I found myself immediately caught up in the fantastic world that Shakespeare created. I can distinctly remember one student deciding not to play Ferdinand after all, and so I took the stage and had the honor of playing opposite an excellent Miranda.<br /><br />One of the virtues that a great friend has is that you can never fully know them - there is always something you can discover about their character. A film production of the Tempest of quality is thus like a visit to an old friend, dear to one's heart: each visit presents one with new perspective on the memory we had of the work. With Prospero's Books, the ritual and the elegance of the play was emphasized, the exuberant celebration of art within the art. Here, we see a vision as esoteric mysticism, with lovingly crafted interiors full of candles and chalk diagrams on floors, more Aleister Crowley than Naples nobleman. It also made me reconsider - why was it that Prospero was cast out of Naples? His magical power is so palpable in this production that it makes one wonder whether it was just politics that doomed Prospero to exile, but rather the fact of his difference from his peers. So, in the real world, he suffered. Was cast out, powerless to change the wrong to the right. All of the villains in this play, whether they realize it or not, act in accordance to creating a more pain-filled, hell of a world - it is always in the interest of the oppressor to make life on Earth closer to hell. But Prospero manages to bring these terrestrial villains into his island, the realm where he has (absolute) dominion.<br /><br />Shakespeare brings his audience to the theater, the realm where Shakespeare dictates the events, the words, the outcomes. Shakespeare is, of course, Prospero - but what this film adaptation does that really honors the text is to make Prospero so sympathetic such a figure of reason, despite the fact that he is surrounded by what society calls irrational (astrological texts, alchemical symbols, magical diagrams, etc.). Is it more rational to be a man of the cloth and murder, or to be a heretic and work towards the righting of wrongs? Prospero IS a heretic, for the reason he abandons his magic is not because the books will lose their value in Naples, but because they are not necessary anymore - the world itself - has become the magic of the books.<br /><br />In Hamlet, Hamlet presents a play to his peers. The play accuses his fellows of conspiring against others for their own advancement. The reaction of the audience varies: while Ophelia is puzzled, Claudius reacts with stunned shock. This happens within the play, and then Shakespeare has this play performed for the men of his time. Did Shakespeare watch for their reactions? In the tempest, Prospero lives the play he is constructing, and we live it with him. How do we react? Do you react with simple delight at the happy ending? Are you upset and shocked by the strangeness of this production, which is entirely fitting given the source material? Do you feel sad at the fact that this little life, the play, is rounded with a sleep, as transient as it is eternal? The tragedy is that Shakespeare creates a paradise of reason and hope for mankind's life on Earth but man is weak, and unwilling to realize it in favor of petty power struggles. We have Claudiuses.<br /><br />Like a good friend, this film is not without its flaws. I disagree with the choice to paint some scenes entirely in blue. The dance of the mariners is rather tangential. But at the heart this is truly The Tempest, and one of its many faces.",positive
26534,"***Spoilers ahead*** My late childhood had two cinematographic icons: Star Wars and this film by Czech genius Karel Zeman. A Jules Verne encyclopedia where XIX century illustrations come to life in exquisite black and white photography, combined with stop motion and conventional animation. Verne's spirit of adventure is fully present throughout the film, as well as a very modern questioning on the moral limits of power and advanced technology. In fact, it brings atomic energy into Verne's universe in a very elliptic and elegant way. Also elliptic and elegant is the demise of the villain, with a (probably nuclear) explosion sending his hat flying over the sea. The resolution of the film is symbolic and very satisfactory, something very rare today, when a lot of films don't seem to know how to end themselves.<br /><br />I was fortunate to catch this gem in reruns on local TV in the late 70s: it enhanced my enjoyment of Verne's fiction and of cinema.<br /><br />10 out of 10 for Karel Zeman, under-appreciated master of imagination.",positive
17279,"The problem with this series is that it is too real. I am watching it on Amazon ""Unbox"" and having just finished episode 2 I hate, absolutely hate, Fark, the leader of the Cell. I cannot recall any television series ever having this emotional impact. Remember the old tag line for horror movies ""Just keep telling yourself its only a movie""? Well I find myself repeatedly reminding myself that its ""only TV"". But of course it isn't only TV is it? The possibility of a cell such as the one portrayed here actually operating in the United States is certainly within the range of plausibility. That's what gives this program its vicious authenticity. And that's why I hate it so much.",positive
15014,"You'd be forgiven to think a Finnish director from Helsinki would be no good at directing an American horror movie (especially one entirely located inside a US prison) - see this to prove yourself wrong! It was produced in the 80's after all and the film was made on a budget more fitting to a modern DIY company TV advert (something I think anyone would really notice nowadays what with practically everyone being accustomed to $100m+ budgets for action movies unfortunately dominating the industry mind!) being Mr Harlin's first major production and the - at least what nowadays would be considered a stellar - cast. I still think most of the Nordic contribution to the film industry as a whole is more to do with Stellan Stargaard's screen appearances (not mentioning the well overrated Mr(s) Bergman directorial efforts) - at least for all female viewers - but this flick really proves there does exist proper movie talent outside of the US and Hollywood to make us watch a film in suspense. Do try and watch this movie even if you're not a horror puff, IMO it's definitely worth it!",positive
15832,"Since the start of her career in the 70's and vastly throughout the exuberant 80's, Elvira (Cassandra Peterson) has grown into a modest icon and genuine cult figure in the world of horror & bad monster movies. While Ms. Peterson has taken on various supporting roles in motion pictures, covering a wide variety in genres, it was her TV-character Elvira that brought her the most fame. Part of her charm  and respect from the fans  lies in the fact she never turned her back on the horror genre that made her famous (unlike many other big name actors & actresses that like to distantiate themselves from their ""early"" work). I've seen only bits & pieces of her TV performances, but her cameo role in Ghoultown's recent tribute song ""Mistress of the Dark"" really encouraged me to check out more of her stuff. One thing had been clear to me already long before this music video: Over the years, Elvira had become a force of influence herself by the time the mid-80's came around.<br /><br />And in 1988, after films like ""Fright Night"" and ""TerrorVision"" incorporated homages to and spoofs on her TV-work, it finally happened: ""Elvira, Mistress of the Dark"", the motion picture. Now, I had seen the trailer for it already back in the VHS rental days, but it took me until last week to finally see the actual film. A few years ago, I did manage to watch ""Elvira's Haunted Hills"" (made in 2001), but for some reason it didn't impress me all that much. Was it really that forgettable, or should I give it another watch? I actually really do feel like re-watching it now, as this first Elvira film from '88 really convinced me. Though perhaps partly responsible for making this film work, might be Sam Egan and John Paragon with their contributions to the script, there really is no way to deny it: Cassandra Peterson has a great feel for comedy (she also co-wrote the screenplay).<br /><br />When Elvira learns she's one of the beneficiaries of a Great Aunt (she never heard of before), she takes it as the long cherished opportunity to start up her own show in Las Vegas. Out to claim her rightfully inherited money, she travels to a quiet New England town. But the uptight townspeople of Falwell are in for a treat. In less than no time she manages to shock and insult all noteworthy inhabitants of the conservative little town with her (often unintentionally) provocative behaviour. To make things worse, her inheritance turns out not to be what she expected: A rundown mansion, a cookbook and a poodle. But what she doesn't know, and her evil uncle Vincent Albot does, is that her Great Aunt was a witch, and the cookbook contains recipes to concoct the most hellishly dark powers imaginable. And if you haven't turned off the movie yet by the time Elvira has cooked up her first dish from the recipe-book, then rest assured, you're going to sit out this ride with a smile on your face.<br /><br />It's surprising how a script rigged together with boob-jokes, witty one-liners, movie references, inside jokes and bade taste merriment also manages to tell a coherent story. Simple, of course, but coherent. While other movies, heavily relying on gag-like situations, often make you loose track of the story completely (like the ""Naked Gun"" films, for example), this film doesn't. A lot of horror-comedies were being produced during the 80's, but not a lot of them actually worked. Let alone a horror-spoof that doesn't derail at some point (""Killer Party"", although I'm grateful for this one going completely bonkers during the finale) or becomes too tedious too quickly (""Saturday the 14th""). Although ""Elvira"" is more comedy than horror, it doesn't loose track of what it's doing and consistently builds up towards a mildly grotesque finale, complete with a supernatural showdown in the streets of Falwell between newborn witch Elvira and evil uncle wizard Talbot, including a real honest-to-god witch hunt and Elvira's very own burn-at-the-stake moment.<br /><br />I'm telling you, there's no power in hell that could make this movie unfunny. One of the first giggles I got was during the opening credits already, when Daniel Greene's name appeared. Daniel who? Oh yes, I recognized his name (and later on his dim-witted macho-face). How can one not forget Daniel Greene once you've seen... ""Atomic Cyborg aka Fists of Steel""! But if you haven't seen ""Atomic Cyborg"", then I'm sorry, but you won't be able to laugh with his face in this one. And on a side-note: I never could have imagined Elvira looking this cool while ignorantly driving away from a gas station. Even Robert Rodriguez could not have made that shot look any better.",positive
172,"The Elegant Documentary -<br /><br />Don't watch this movie ... if you're an egotistical know-all student of physics. This much less than one percent (miniscule fraction) of the population may find that this show just tells them what they have already learned and already know.<br /><br />Do watch this movie! - If you're one of the massive majority of people that fall into the greater than 99% of the population that does not study or already have a sound knowledge of the theories of physics including Relativity, Quantum, String and M-theory.<br /><br />What a brilliantly architected documentary. Starting with some helpful historical background you will be lead step by elegant step into a Universe of pure magic - and dimensions beyond. I have always had a huge appreciation of Mathematics. This movie can easily give you an insight into what an exquisitely beautiful language mathematics is without making you feel like you're about to fail the grade.<br /><br />The show is repetitive at times as the original format was a mini-series split over three shows. It therefore makes sense to give us polite little reminders of the principles being presented. I found this immensely helpful as it kept reminding me of the multitude of questions and possible answers that make up this amazing tapestry of our very existence.<br /><br />We are all (and everything around us) is vibrational-energy with a natural tendency towards harmony. This movie may blow your mind - or at least help you realize that the universe is far far bigger than that which we see around us (even with the Hubble Telescope) and far far smaller than the protons and neutrons within the atoms we learned about in high-school. M-theory holds many magnificent magnitudes of 'possibility'.<br /><br />It just seemed so appropriate that all of this elegance should by it's very nature move (by admission by the many brilliant scientists presenting) out of the realm of Science and into the realm of Philisophy.<br /><br />You do not have to be religious at all to feel like this movie brought you one step closer to God.<br /><br />Bravo Brian Greene. Well done indeed.<br /><br />P.S. If you're interested in feeling even more comfortable and at home in your place in the Universe and would like some more insight into the 'possibilities' Quantum mechanics blended with Spirituality (of all things) can bring then I highly recommend that you also watch ""What the Bleep!? - Down the Rabbit Hole"". Yes I know they make a few silly mistakes by suggesting a Shaman may not be able to see a boat if he hasn't seen one before (my eyes process light reflections just fine - I see things everyday that I've never seen before) and brain cells are cells in the body that actually don't divide. But if you can get over these little hurdles and put down the things you don't like and hang on to those that you do - there is a lot to like about this film.<br /><br />Then watch ""The Secret"" (2006 documentary about The Law of Attraction - search for IMDb title ""tt0846789""). This information just might change your life profoundly - forever. If you search deeper you might even find the Universe is talking to us with thought (if you'll listen) - and some are - and that is truly incredible. There is a modern day Jesus/Mohammad/Buddha (those, among others, that history suggests have communicated with the non-physical) alive today and she lives in Texas. I know some of you know what I'm talking about.<br /><br />I do not consider myself religious by any traditional definition but I have never felt more at home or as comfortable in the Universe as I do now.",positive
27970,"""Saturday Afternoon"" is one of Harry Langdon's best-known short subjects, and with good reason. It is one of his funniest and best films. The plot -- such as it is -- is an old staple: a hen-pecked husband sneaks away for a night out with a his pal and a couple of other girls. It's a solid and well-used comedy plot, but the difference here is Harry Langdon himself. His slow, ineffectual, befuddled, innocent character has somehow floundered his way into a marriage with a woman who feels that he of all people must be ruled with an iron fist, and he is only thrust into cheating on her because he can't say ""no"" to the exhortations of the chummy Vernon Dent and the cute eyelash-fluttering of the girl. <br /><br />It's a very adult problem to be thrust onto such a helpless, childlike character. Harry doesn't want to cheat, but he can't do anything about it. In a wonderful bit of comic business, he can't bring himself to blow the new girlfriend kiss goodbye: he slyly pushes the kiss at her underhand and ashamedly wipes off his hand as if to chastise it. The film is a three-reel comedy, ten minutes longer than the two-reelers Harry Langdon had previously been starring in for Mack Sennett, with no more plot. Perhaps it was even designed to be a two-reeler. This works beautifully, since it gives him as much time as he needs to inject the slow reactions and bewildered glimpses and half-actions where so much of his comedy lives. <br /><br />He's at his best here, and the show is really Harry Langdon's curious magic and ability to spin comedy out of almost nothing. His little half- smiles, his look while handling the money he has hidden under the rug, childlike attempts to enter the fight at the end. I think his comedy makes us recognize something fundamentally innocent and confused in ourselves that makes us feel like the whole world is too much for us, yet at the same time, by allowing us to understand what Harry does not (such as the fact that the women he good-heartedly brings to his friend to cheer him after he thinks the date has been blown are in fact whores) he forces his to realize with a little bit of sadness that we are not that innocent anymore. His comedy is just as capable of making us audibly say ""Awwww"" as it is making us laugh, often at once. <br /><br />Here Harry wants to refuse to cheat on his wife, he wants to tell his wife whose boss and take some power back in his relationship, he wants to fight back against the two violent men at the end of the film, but he just can't affect his surroundings that much, and sometimes we all feel like that. <br /><br />The film is perfectly directed by frequent Langdon director Harry Edwards; it moves at a quick pace and never stalls while at the same time making time for and presenting to best effect Harry Langdon's still, reactive comedy. Vernon Dent, a frequent foil to Langdon, plays one of the roles here where he becomes almost a comedy partner in his very effective pairing with Harry. The gags spaced out in a way that gives maximum effect too, and Harry gets his own version of a Lloyd or Keaton style stunt at the end. Here the comedy is not in Harry's big reactions to the danger of sitting perched between two moving cars, but in his slowness to take it in. <br /><br />This is a hilarious film, and a perfect example of the comedy of one of the most unique an talented humorists that I know ever to have existed.",positive
24305,"While not as famous as some of their other collaborations (such as THE BLACK CAT and THE BODY SNATCHER), this is a dandy little horror film even though the casting decisions were a bit odd. Boris Karloff plays Dr. Janos Rukh, a weird scientist who lives in the Carpathian mountains--near where the Dracula character's home town. Bela Lugosi plays Dr. Benet--whose nationality was never discussed though the name certainly sounds French. I really think it would have made sense to have the two switch roles, as the Carpathian role seems tailor made for Lugosi--especially with his accent. However, despite this unusual twist, the two still did excellent jobs. Karloff's was definitely the lead role, but Lugosi acquitted himself well as a relatively normal person--something he didn't play very often in films!! It seems that Dr. Rukh is a bit of a pariah, as other scientists (especially Benet) think his theories are bizarre and nonsensical. However, over the course of the film, Rukh turns out to be right and Benet is especially generous in his new praise for Rukh. But, unfortunately, the wonderful new element that Rukh discovered has the nasty side effect of turning him into a crazy killing machine (don't you hate it when that happens?). While this could have just been a simple nice scientist turned mad story, the plot was well constructed, the characters nicely developed and the mad Rukh was NOT a one-dimensional killer, but complex and interesting.<br /><br />This film is bound to be enjoyed by anyone except for people who hate old horror films. You can really tell that Universal Pictures pulled out all the stops and made a bigger-budget film instead of the cheap quickies both Lugosi and Karloff unfortunately gravitated in later years. Good stuff.",positive
19597,"Let me depart from many comments I've read here, and say that this film ranks as one of the five best Bonds, along with On Her Majesty's Secret Service, From Russia With Love, Licence To Kill, and For Your Eyes Only (the ONLY time Roger Moore actually played the role of Bond, instead of futzing around). Of course, Sean Connery pulls the whole thing together -- as co-writer, co-producer, and in his best performance since From Russia With Love. He is fit, energetic, and obviously enjoying himself. His acting is mature, confident, and laced with the right amount of humour. This is in contrast to his mechanical performance in Thunderball, his sleepwalking through You Only Live Twice, and his jowly, paunchy romp through that cartoon known as Diamonds Are Forever!<br /><br />This is an imaginative reworking of Thunderball, without having the sets and machines overwhelming the characters and plot. This cast is far superior, as well. Klaus Maria Brandauer brings his unique style to the role of Largo, without relying on an eyepatch, SPECTRE ring or a boring uniform. Kim Basinger is athletic and lovely, Barbara Carrera is dynamic, and for once, we have a great Felix Leiter in Bernie Casey. The depictions of M and Q are original, and the addition of the bumbling agent Small-Fawcett is fun without lapsing into slapstick.<br /><br />Director Irvin Kershner makes good use of his locations (the Bahamas and the French Riviera) without losing sight of his actors. Although close inspection reveals some mediocre special effects and lapses in continuity, Kershner keeps the film moving at a good pace, unlike Thunderball (which even its director, Terence Young, did not like). Obviously fans will miss the gun-barrel trademark and the 007 theme music, but they are, after all, owned by Eon Productions.<br /><br />Michel LeGrand may not have composed the most memorable score, but it captures the atmosphere of the locations without being overly intrusive. Not surprisingly, his best moments are in the south of France, with his French love song (at the health spa) being particularly attractive. And tell me, how many really remember the music for Moonraker? I personally would rather forget Man With the Golden Gun and A View To a Kill!<br /><br />The Eon folks can sneer at this film if they like. (Yes, Octopussy made more money.) At least Connery's mature 007 didn't swing through the jungle emitting a Tarzan yell. He did not frolic with a Bengal tiger, nor did he fight off ""Indian"" snake charmers with a tennis racket. Despite Eon's desperate efforts to stop this production, Kevin McClory and the late Jack Schwartzman put together a fine film, one that I think Ian Fleming would have appreciated.<br /><br />If, however, you would rather see James Bond get kicked in the shins by a dwarf, engage in another tiresome struggle with ""Jaws"", jump into bed with Grace Jones, or lead a slapstick firetruck chase through San Francisco, this is NOT the film for you!",positive
33840,"I thought this movie was pretty good. Some parts were corny but that's understandable since it was made more than 55 years ago. I thought the best performance in the movie was given by Michele Morgan who played Millie convincingly. Jack Haley is also really good as Mike O'Brien. Even though I'm not a big Frank Sinatra fan, I think he was very good in this movie. If your have a craving for a silly, over the top musical comedy, Higher and Higher is the movie for you.<br /><br />",positive
39230,"I found West Point to be an agreeable film, although I doubt that I would watch it again. The performances were convincing, with William Haines as yet another obnoxiously amusing young man that has his come-uppance by film's end. It's hard to believe that stardom beckoned Joan Crawford less than a year after this film was made, as she looks rather awkward at times. <br /><br />I would apply the comment made by another concerning Ramon Novarro's ""Huddle"" (1932) to this film as well. There is a great film waiting to be made here, but there is something lacking. The backdrop and integration of the Corps was well utilized, but I was less involved than I thought that I would be. Perhaps Haines' character went too far, or got away with too much. His ""repentance"" did not seem genuine enough; and what kind of message did it send for him to run every play in the last minutes of the Army-Navy game? Where's ""the Corps"" in that? Might as well have taken out the other ten men and let him do it all himself. Also, I doubt very much that William Bakewell's weak, puny character would ever have a real-life counterpart at West Point.<br /><br />All this aside, the film is sometimes very moving and inspiring. It is a fine look into the daily practices of an honorable institution. Thank goodness that tradition still means something at West Point too, unlike the vapid ""traditions"" of Ivy League schools, only half-heartedly engaged in these days.<br /><br />As to the score: it was appropriately martial. But, there was a distinct over-use of snare drums. Using them for knocks on the door, scene transitions, et ALU as well as in well over half the scenes got to be rather tedious. It rather lessened the viewing experience. I was ready to say ""I GET THE POINT ALREADY."" <br /><br />With that, enjoy the film, but don't expect too much emotional involvement.",positive
37687,"This film is the most traumatising and painful horror film I have ever seen in my life. To know that this film is based on a true story and watching Jeffrey Dahmer(Carl Crew) brutally murder his victims is enough to bring a tear to my eye. I admit this was a low budget film with not the best dialogue, however it explained why Jeffrey Dahmer was a Psycotic maniac. As he was so selfishly/inwardly emotional his emotions and selfishness went so far deep into his brain that it resulted into him becoming a murderer. Every person that he lured back to his apartment, he was attracted to and had feelings for, and the reasons why he murdered them wasn't only for the thrill of killing them but because he couldn't cope with the fact of them leaving him. In the scene when he killed his first victim by bashing an object at the back of the guys head from what I noticed wasn't because he wanted to kill him but because he was devastated with the idea of the guy leaving him. It was from thereafter that he got use to the homicidal behaviour and made killing his hobby - for both evil and emotional reasons.<br /><br />The scene when he was talking while crying on the phone with his mother and telling her how much he loved her and the love he showed to his grandmother and how he didn't want to move out of her house did show that he did have love in his heart. One scene that I found quite spooky and strange was when a priest overheard Jeffrey in a pub inviting a guy back to his apartment and then phoned Jeffrey up in a phone booth within the pub so that the guy would lose patience and change his mind on going home with Jeffrey. When the guy left the pub, the priest then hung up the phone and was was laughing at Jeffrey. I also found that Carl Crew played a remarkable acting performance as the role of Jeffrey Dahmer. His evil and cold blooded facial expressions before he massacred his victims were so real, I was shivering in my seat. His facial expressions reminded me of the way Vincent D'onofrio (Private Pyle/Leonard) in the film 'Full Metal Jacket' looked just before he gunned-down the General in the toilet barracks.<br /><br />If your an emotional person I wouldn't recommend you to watch this film but if your not, than go ahead and watch it.",positive
6167,It is a superb Swedish film .. it was the first Swedish film I've seen .. it is simple & deep .. what a great combination!.<br /><br />Michael Nyqvist did a great performance as a famous conductor who seeks peace in his hometown.<br /><br />Frida Hallgren was great as his inspirational girlfriend to help him to carry on & never give up.<br /><br />The fight between the conductor and the hypocrite priest who loses his battle with Michael when his wife confronts him And defends Michael's noble cause to help his hometown people finding their own peace in music.<br /><br />The only thing that I didn't like was the ending .. it wasn't that good but it has some deep meaning.,positive
