,review,sentiment
20397,"This ranks as one of the worst movies I've seen in years. Besides Cuba and Angie, the acting is actually embarrassing. Wasn't Archer once a decent actress? What happened to her? The action is decent but completely implausible. The make up is so bad it's worth mentioning. I mean, who ever even thinks about the makeup in a contemporary feature film. Someone should tell the make up artist, and the DOP that you're not supposed to actually see it. The ending is a massive disappointment - along the lines of ""and then they realized it was all a dream""<br /><br />Don't waste your time or your money. You're better off just staring into space for 2 hours.",negative
23960,"A swedish splatter movie? Has the world gone insane?<br /><br />Probably not, but it's still not a common sight in these days with swedish gore-flicks, the b-movie business in Sweden seems to have troubles these days, long gone are the golden days of ""Rymdinvasion i lappland"". And this movie seems to have some troubles on its own: it's just too much talk in it, it still manages to be somewhat amusing mainly for the good FX, which are great for a b-movie. The script and most of the acting is still pretty bad though, but that actually don't matter that much, it's supposed to be a gore flick and nothing more, that's where it goes a bit wrong for some reason. There's is simply not enough blood to fill the void. <br /><br />Every person who know about Gert Fylking will have a good laugh over his role as a sgt. though. I nearly laughed my ass off. It's really that hilariously bad. <br /><br />Besides the good parts I've listed there's really nothing else to recommend here unless you're starved for swedish B-movies.<br /><br />4/10",negative
44028,"Dreyfuss plays a mob boss who lost his mind, but now he's ""fixed."" Lane is his girl who's been messing around with his Number One (Goldblum), who's supposed to have something going with Lane's sister (Barkin).<br /><br />With what anyone could consider an all-star supporting cast (Burt Reynolds, Gabriel Byrne, Kyle MacLachlan and even an appearance by Richard Pryor) can't help this plot, as Dreyfuss proves he's not ""fixed"" and tries to kill just about everyone in sight.<br /><br />You know, it's not like you didn't know what was coming. The first ten minutes were nothing but guys trying to tell Goldblum what was in store for him when Dreyfuss gets out, but I'll save you all the trouble: skip this movie.<br /><br />The actual reason I picked this movie is because I've been on a Diane Lane kick lately and have been trying to see all her movies. The real let-down for me wasn't just the terrible plot, but also the fact that she doesn't show up until the last fifteen minutes of the movie (although we hear about her all through the movie). Even being a fan of over half of the cast can't help me enjoy this film. The parts where the suspense was supposed to mount found me laughing at what was actually going on.<br /><br />3 out of 10 stars.",negative
36255,"this is the worst movie in the world. the only reason i gave it a 2 was because the first 10 minutes were hysterically funny in a ""is this for real??"" sort of way. it was so cheesy and low budget...they should not have even bothered. there was nudity and violence for the pure sake of having nudity and violence, and the effects were just so so bad you would not believe it (think ketchup as blood, and cabbages for severed heads). do not rent this!!",negative
46822,"Honestly, I went to see the movie, not because of the actors, not because of the plot but because it was rated 17 here in Luxembourg and a movie has to be really brutal or pornographic to be put in this category. Believe me, being a movie-freak, I have seen quite a lot of brutal films in my lifetime (Ichi the killer, Irreversible, Hellraiser) but this movie was by far the most disturbing and brutal picture I have ever seen. <br /><br />The plot is plain stupid, the directing is awful, acting was mediocre even the music was a cheap copy of so-called ""Horror Soundtracks"". There isn't a single intelligent aspect in the whole movie, and some of the scenes are really hard to stand. (especially the scene, where you see the embryos in the glasses and hear the baby cries--horrible). I can't understand why the movie was rated 16 in Germany, where normally the criteria are real tough (e.g. kill-bill (brutal but it made fun of itself and had great allusions to Asian cinema and besides a magnificent directing) even a movie like state of grace is rated 18). No one can call this a Horror movie, because actually it was more about showing gore than about scaring the public (Showing the ""Creep's"" face in the middle of the movie was a very bad decision); for me (excuse my expression) it is just one insane director living out his disturbing fantasies. In some scenes you see violence, that has absolutely nothing to do with the plot nor does it explain anything. The plot has holes and flaws, the dialog is boring, honestly I can't mention a single positive aspect of the movie except for the British and Scottish accent.<br /><br />If I had something to say, I would ban this movie from the theaters, I fully understand why none of the big production companies invested their money in this crap.<br /><br />I'm looking forward to getting feedbacks to my thread and I'd be happy to discuss about one or the other topic.<br /><br />""Livin' the dream baby, livin' the dream"" David Aames",negative
12803,"I'm giving it a three instead of the lower number it deserves because of its history. A full-length movie made by high school students! It shows, too, but that's part of the charm and appeal. Get ahold of some of the stuff George Lucas did at UCLA; this is better. Maybe due to being a group effort.<br /><br />A monster made of toxic waste and too much garbage--these kids were way ahead of their time!--starts ravaging the town of Milpitas during a high school dance. The monster destroys randomly, leaving garbage and smelly footprints.<br /><br />The movie has local TV and radio people, the Milpitas mayor, the Samuel Ayer High School principal, and a whole bunch of the high school students and their parents, not to mention the mayor's daughter as the ingénue.<br /><br />Dumb? Yeah! Fun? Yeah! Great screen writing? C'mon, they're untrained high schoolies! Copy that comment for the acting, cinematography, directing, et cetera.<br /><br />Milpitas is right next to San Jose in the heart of Silicon Valley; maybe one of the graphics geniuses there will update the video somehow. Now THERE's a challenge.",negative
4331,"Van Damme. What else can I say? Bill Goldberg. THERE WE GO. NOW we know this movie is going to be really horrible.<br /><br />I saw the first five minutes of this movie on TBS, knowing it would be bad. But not even I thought it would be THIS bad. The plot is awful, Van Damme is getting old (finally), but unlike Arnold, his movies are as well.<br /><br />Forget this movie. Don't see it. Ever. I wouldn't even be paid to see this film.<br /><br />1/5 stars - at its heart lies a wonderful, action-packed thrill ride.<br /><br /> Well, maybe not, but the marketers would sure like us to think so, wouldn't they?<br /><br />John Ulmer",negative
2365,"There is so much that is wrong with this film, but to sum it up: Terrible acting- so bad it must have been on purpose. poor script - they may have had some good ideas but this was not the best way to present the story. ridiculously bad ending- in some cases the ending manages to save the film-not in this case. if you manage to sit through the entire film you will want to kick yourself at the end because the ending is not even worth waiting for. This is the worst film i have seen in a long time. It was complete torture sitting through this film, i would have appreciated someone warning me in advance. So do yourself a favor. Watch this film only if you have absolutely nothing better to do. Even then you will regret having put yourself through the unspeakable torture.",negative
22120,"Imagine that in adapting a James Bond novel into a movie, the filmmakers eliminated all the action and suspense in order to make it kid-friendly. Or if a television producer told Chris Rock he couldn't cuss so that his specials could be rated PG. In the same way, the director of the movie ""Something Wicked This Way Comes"" took out the excitement and gore in favor of melodrama for younger audiences. This created a monotonous plot without the complications of the book. In trying to make the story of ""Something Wicked This Way Comes"" easier for children to follow, the filmmakers eliminated the theme of good and evil both existing in everyone, and good always prevailing over evil. This is apparent in Will's character transformation, Charles Halloway's rescue of Jim, and the carnival's defeat.<br /><br />Will's transformation into a more adventurous boy has been muted in the movie. The scene in which the Dust Witch visits Will's house in a balloon has been cut from the film. Instead, a green mist follows Jim and Will home and gives them the same bad dream about the Witch and her spiders. The balloon attack shows us that Will has begun to conquer his fear of doing things on his own. He gets on top of a neighbor's roof and tears the balloon with a bow, defeating the Witch. ""Sorry, Dad, he thought, and sat up, smiling. This time it's me out, alone,"" Will decides as he prepares to face her (147.) Removing this scene from the movie prevents us from understanding that Will is becoming more adventuresome. The film shows us many examples of Will being afraid to follow Jim, but never growing curious like his friend. In the book, Will has both a good, quiet side and an ""evil,"" daring side like his Jim. In the movie, each boy only has one mode of thought, which destroys Bradbury's theme of both good and evil being present in each person.<br /><br />In the book, Will saves Jim because of their friendship, but, in the movie, Charles Halloway saves Jim to repay Jim's father. Will pulls Jim off the carousel in Bradbury's novel because he doesn't want his best friend to grow up without him. It is the good in Will, the fact that he cares about his friend, that saves Jim from the evil curse of the carnival. On the carousel, Jim ""gestured his other hand free to trail on the wind, the one part of him, the small, white, separate part that still remembered their friendship"" (269.) This shows that there was good left inside of Jim, which has the potential to still defeat evil. But when Charles Halloway saves Jim in the movie, he does it to repay the debt he owes Jim's father, who saved Will when he was a little boy. By changing the motivation for saving Jim, the filmmakers have ruined Bradbury's original idea that it takes good to win against evil.<br /><br />In the end of the movie, the carnival is defeated by a tornado and lightning instead of smiles and laughter. When the book ends, Mr. Dark turns himself into a little boy and Charles Halloway smiles and laughs at him so much that he can't stand it and evaporates. In Bradbury's world, evil people feed off fear and can only be defeated by happiness and love. His message is that good will always prevail over evil, but only if that goodness is expressed outwardly. ""Good to evil seems evil,"" says Charles Halloway as he holds the dying Mr. Dark. ""So I will do only good to you, Jed. I'll simply hold you and watch you poison yourself"" (275.) In the movie, Mr. Dark is the only one left on the carousel when lightning hits it, and he dies. By eliminating the weapon of laughter and smiles, the filmmakers imply that bad weather is the most effective way to defeat evil, as if lightning only strikes those who are bad. This takes away the major theme of Bradbury's book, which is that doing ""good"" toward others wards off evil.<br /><br />Good may always triumph over evil, but trying to make movies more kid-friendly will always force filmmakers to leave out some of the themes from the books they are based on. In the movie, ""Something Wicked This Way Comes,"" Will does not transform, Will's friendship does not save Jim, and smiles and laughter do not defeat the carnival. As a result, the filmmakers have left out too many of Bradbury's main points. The process of adapting a book to a movie too often ruins the world the author has established. In the case of this story, Bradbury's frightening world of opposing forces of good and evil has been reduced to a tamer, simpler version of itself.",negative
13066,"Normally, I wouldn't even stoop to viewing trash like this, but since role-playing is a dear hobby to me, and such was the subject of the film, I did. It was garbage in so many ways that I do not know where to begin. I would rather sit through the ""Plan 9 from Outer Space"" marathon than watch another minute of this vomit. At least Plan 9 didn't have an agenda. How the media could capitulate and irresponsibly represent extremist agenda as fact is beyond me. It is a scary time when a whole group of people can be unceremoniously trounced with no defense and no real facts presented. I know this commentary went more social, but it couldn't be helped, as this movie begged it. Imagine a pro-nazi film being reviewed strictly on film merit. Won't happen. As it sits, the people who made this film are facists themselves, and should perhaps move into a communist enclave where propagandizing is accepted.",negative
25579,"I absolutely hated this movie. Even though the movie wanted to transmit some kind of social message, it was done in such a cliché ridden and melodramatic way like a Mexican soap opera.<br /><br />Also the acting was terrible especially Charityn and her son. That's one of the problems with dominican movies, they use celebrities that can't even act just to attract the masses. <br /><br />I'm even more ashamed about the positive reviews here which sadly means Dominicans are just being condescending to what's done here instead of giving honest and critical opinions that will help our film industry base itself on quality.",negative
25767,"I agree with the last reviewer that this movie had terrible acting. Yes, there was a lot of gore and some nudity. But it was overshadowed by a slow-moving, meaningless plot and dumb ending. Where was this supposed to be filmed anyway: a Canadian Chinatown or Hong Kong? Hostel was a much better movie and I would recommend seeing that instead. A technical annoyance I had with the DVD is that if you shut off the Spanish subtitles, they return after a few scenes and then you have to go back to the main menu and turn them off again. Also, don't waste your time on the deleted scenes because there's no audio and it just looks like tourist footage.",negative
16342,"I had high hopes for Troy and I am so bitterly disappointed. The film was directed so badly it made my stomach ache. The pacing was so slow, the dialogue laughable and the film - well apart from a nice fight scene between Achilles (Pitt) and Hector (Bana) - the rest was shallow.<br /><br />And why, oh why does Hollywood always insist on rewriting stories to fit 'consumer approval'. Agamemnon didn't die in Troy, the war lasted 10 years and Achilles was killed by Paris OUTSIDE the walls of Troy with an arrow to the ankle! It annoys me that such a classic story as this is turned into a soap.<br /><br />And don't even start me on the 'lack' of chemistry between Helen and Paris. She was the woman the war was fought over and it didn't even look as if the two of them cared a great deal about the other. No sparks, no emotion, no hope.<br /><br />I have to say in the films defence Brad Pitt, Eric Bana and Peter O' Toole acted very well with a bad script but that isn't enough to save this awful movie. <br /><br />Can anybody tell me where the £200 million budget went? Maybe in all the trees they used for the funeral pyres - where did they get all those trees?<br /><br />I am so disappointed it hurts.",negative
30958,"I've been a fan since his first album. This film is a disservice to him. The performances, except for one by Rufus Wainwright and Teddy Thompson are simply terrible. <br /><br />Those by Martha Wainwright, Nick Cave, Antony, and Jarvis Cocker were particularly annoying. Even the one by the McGarrigle sisters was ruined by the so called harmony of Martha Wainwright.<br /><br />I've never seen my wife get up and walk out of the room on a film before and I found myself fast forwarding through the performances to get to the few interview segments, which were also difficult to watch due to the poor camera work. <br /><br />There are many who have been able to interpret Mr. Cohen's songs, Jennifer Warnes, KD Lang, Billy Joel, Aaron Neville, and Willie Nelson come to mind, but those people selected for this performance were just awful.<br /><br />Hopefully there will be another attempt at capturing Leonard Cohen on film that will illustrate his insight, talent, and intelligence.<br /><br />So sad",negative
47313,"There are films that are not released in theaters but on video. This one should be allowed to age and disintegrate the way old nitrate film stock does. No story, inept violence, over acted, badly written and the sorry thing is that the star was not the only bad part in the film. And I did like and enjoyed some of Siegel's other movies.",negative
32666,"This movie had very little good points, the special effects and acting was horrible for sure. But it was a movie made on a low budget so you dont expect much from it, it does have some laughs (I doubt they are intended though :) ). The scene where the old woman bends down and touches dung that was on the floor, then puts it to her nose and goes CHUPACABRA! in a really stupid raspy voice was priceless. All in all if you have nothing else to watch and just want to laugh at a really crappy flick trying to cash in on the Blair Witch Project's success, then grab it other then that dont bother.",negative
37608,"MYRA BRECKINRIDGE is one of those rare films that established its place in film history immediately. Praise for the film was absolutely nonexistent, even from the people involved in making it. This film was loathed from day one. While every now and then one will come across some maverick who will praise the film on philosophical grounds (aggressive feminism or the courage to tackle the issue of transgenderism), the film has not developed a cult following like some notorious flops do. It's not hailed as a misunderstood masterpiece like SCARFACE, or trotted out to be ridiculed as a camp classic like SHOWGIRLS. <br /><br />Undoubtedly the reason is that the film, though outrageously awful, is not lovable, or even likable. MYRA BRECKINRIDGE is just plain mean. As a Hollywood satire it is cold-blooded and mean-spirited, but in a hollow pointless way. MYRA takes for granted that Hollywood is a corrupt town, but goes further to attack such beloved icons as Laurel and Hardy, Shirley Temple, Judy Garland and Gary Cooper. The film seems to imply that everything about Hollywood is by its very nature vile. It seems to think that there is something inherently courageous about mocking sacred cows, but doesn't supply a rationale for doing the mocking in the first place. The film is also viscously anti-American and anti-establishment and anti-this and anti-that, but all in a superficial, late-1960's, trendy way. Like CASINO ROYALE; SKI-DOO; I LOVE YOU, ALICE B. TOKLAS and other would-be hip epics, MYRA is a middle-aged vision of the hippy-dippy youth culture. It tries to embrace the very attitude that it belittles. But instead of being cheerfully self-mocking, MYRA makes no attempt to conceal its contempt for everything that comes within its grasp. MYRA BRECKINRIDGE has the humor of a bully; there's not a single moment of innocence in it. Its intentions aren't honorable. TIME magazine aptly described it as being ""about as funny as a child molester,"" but it's not nearly as sympathetic.<br /><br />For instance, poor Mae West bore the brunt of so much of the criticism aimed at the film, being described as looking like everything from an aging drag queen to a reanimated walking corpse. The octogenarian star obviously didn't know just how ridiculous she looked playing a lecherous talent agent lusting after men young enough to be her grandsons or even her great-grandsons. But, director Michael Sarne had to know, but he used her anyway. Why? Because, she apparently was the joke. Just like John Huston, John Carradine, Grady Sutton, Andy Devine and other veteran performers in the film, they are there only so the film can mock their age and use them to trash their film images. They are cast as smarmy self-parodies, as is Rex Reed, the arrogant, fey film critic, who is cast as just that in the film. But the real Reed, the celebrity hound, jet-setting, talk show gossip, can be charming in an obnoxiously funny way; but as Myron, Myra's alter ego, he is just obnoxious. Again, apparently for Sarne, Reed is the joke.<br /><br />You watch MYRA BRECKINRIDGE and you don't see actors, you see victims. None more so than Raquel Welch. No one will ever accuse Welch of being a great actress, but it is a testament to her tenacity and her appeal that she survived this film and her career prospered. Being in almost every scene, Welch was front and center as a target for abuse aimed at the film, but to her credit, she gives a remarkably nuanced performance. Though, of course, centered between the scenery chewing Huston and the almost catatonic West, Welch doesn't have to do much to strike a good balance. Even so, she renders her horribly unfunny dialogue with a deadpan smirk, with just the hint of self-righteous glee that would do any James Bond villain proud. Legend has it that Welch was snubbed by a condescending West and subjected to repeated verbal abuse on the set by bumbling director Sarne, not to mention being featured in one degrading scene after another, making it all the more remarkable that she was able to give such a cool and collected performance.<br /><br />The film's only intriguing element is trying to figure out just what the film's agenda is. The whole story is a fantasy fable, which should indicate that it has a moral to deliver, but what that might be is anybody's guess. With all of its talk about destroying ""the last vestigial traces of traditional manhood from the race,"" it would seem to have a feminist axe to grind. But as a feminist, Myra is a monstrous figure, a sexual predator. Besides, Myra isn't a woman, rather she is a delusion of Myron, who presumably is a gay male. That might explain the male rape scene as well as the character's love/hate attitude toward the macho, seemingly straight, deadhead Rusty, but it doesn't explain his/her obsession for and the supposedly lesbian tryst with Farrah Fawcett's Mary Ann. The film is obsessed with sex, but can hardly be accused of being in favor of the sexual revolution; all the sex is treated as being, if not dirty, than at least perverse and degrading. Turning to Gore Vidal's original novel isn't of any help, because it is as confused and pointless as the movie.<br /><br />And this is a rare movie that actually seems to hate movies. Not just movies as a business, but movies as part of the culture as well. The film itself is wall-to-wall arcane references to old movies, all of which director-screenwriter Sarne approaches with a seething disdain. He has raided the film vaults of 20th Century-Fox and peppered the film with snippets of old films, not as an homage or to provide a social commentary, but to mock the innocence of old Hollywood. How can an artist -- if you generously want to call Sarne that -- make a work of art if he already hates the very medium he is working in? The very effort is totally self-defeating.<br /><br />MYRA BRECKINRIDGE doesn't seem to be in favor of anything other than being just nasty. It hates Hollywood, it hates America, it hates sex, it hates gays and straights and women and men and old people and young people and Laurel and Hardy and, well, you name it and it probably has a scene showing contempt for it. In a very sad and sorry way, MYRA BRECKINRIDGE may be the first punk manifesto, a celebration of pop culture nihilism.",negative
44978,"Yet another recent comedy that shows that Hollywood can't even do the basics when it comes to film-making that it used to do in its sleep for decades. If the writer/director had any brains they would have based the film around Stamp's character of tyrant boss Jack Taylor. When he's in the film early on it's nothing special but it is mildly promising and occasionally amusing. Once he departs for the majority of the film and Kutcher has his 'hilarious' adventures house-sitting with guest after boring guest dropping in, the film totally disintegrates.<br /><br />As a result, what should have been a passable timewaster turns into an inept stinker.",negative
3292,"this film is terrible. The characters are completely unbelievable, and wildly inconsistent. The plot is awful and some of the classroom scenes are cringe-worthy and make for uncomfortable viewing.<br /><br />In fact the quality of the script and characterisation would suggest that this film was written by high school students, only the utter lack of credibility to the school environment would suggest that, in fact, the writers probably never went to high school. The acting in most cases was weak too, although a lot of this was down to a poor script and plot, i am not sure that any actors could have made this film watchable.<br /><br />having said that the sound track was OK, and the cinematography was nice in places (although the editing was poor).",negative
9188,"First off, Mexican Werewolf in Texas' title is misleading as many others have pointed out. It is actually about El Chupacabra, which is a similar creature to a werewolf, but by no means the same.<br /><br />The production and editing just plain suck. When it was over, I probably wouldn't be able to give a very accurate description of what exactly the Chupacabra looked like, for whenever it was in a scene(despite one or two exceptions) the camera turned all shaky and you could only see the monster's face clearly. The special effects were laughably bad, but that has to be expected from a low budget horror movie.<br /><br />Along with the terrible production comes the bad actors. Now a couple give fairly plausible performances(Erika Fay and Martine Hughes), but then there were the bad actors(everybody else), who seemed to have no emotions whatsoever when people died. Then there's the absolutely terrible actor(Sara Erikson), who gives one of the 2 worst performances I've ever seen in a movie. I mean my god, she was indescribably bad.<br /><br />The plot was very simple. Basically, a Chupacabra is in a small Texan town killing off local residents and a group of teens look to stop it. However, even with the plot being this simple, a few plot holes managed to leak through.<br /><br />Anyways, horrible movie. However, if you are looking for a movie to make fun of and laugh at with your friends one night, this would be a pretty good one. My friends and I had a good time watching this. Probably the 2nd worst movie I've ever seen, 1/10. Awful.",negative
7609,"Screen treatment of the comedic Broadway success ""The Gay Divorce"" (a title which was considered too scandalous for American moviegoers, though it was used in the U.K.) concerns a man and woman (Fred Astaire and Ginger Rogers) meeting under embarrassing circumstances while she's in the process of divorcing her spouse; they dance, argue, make up, dance, argue some more and dance some more. Betty Grable is very appealing in a brief bit (singing and dancing in the number ""Let's K-nock K-nees"" with overtly sissified Edward Everett Horton), but the star-couple looks distressed and unhappy throughout. The surroundings are screwball-sophisticated yet the characters are not more than one-dimensional. *1/2 from ****",negative
48848,"The super sexy B movie actress has another bit part as future ""Goodfellas"" star Ray Liotta's girlfriend in this box office bomb. She plays Marion, has only one line of dialog, well, one WORD of dialog actually. She shouts out ""Joe!"" as Ray's character is violating poor Pia Zadora with a plastic garden hose sprinkler. This movie is so bad though it becomes funny, hilarious at times. The guys at Mystery Science Theater 3000 would love this! Check out the hysterical scene at the end where Pia has a nervous breakdown and all the cheesy editing and effects they do to try and show how badly Pia's character is freaking out. Pia plays an aspiring Hollywood screenwriter in this. Pia Zadora as a screenwriter? Yeah, right. Pia can barely talk, let alone write! Pia is utterly and absolutely miscast in this dumb role. But who cares? The real star is the hot and fresh Glory Annen in her bit part in this cat's opinion! Rock on Glory!",negative
31257,"One of the worst films I have ever seen. Got so bored that I switched it off midway through to watch the news. When I switched it back on, I fell asleep. The film starts with a dream, continues with a dream, and ends with a dream. Then there are a few more dreams in between. Come on, what is supposed to keep me interested in that? A film needs to have a reason to be interesting. The minute you felt the film was only a dream is when any sensible film-goer switches off. Ever had someone insist on telling you their dreams and what it means to them? This is it!!!<br /><br />Absolutely awful.",negative
23269,"This film was not all that bad as the story went but the camera work is what makes it difficult to watch. I just don't like that so-called ""realistic"" camera work that is being done nowadays; you know the type- jumping off center, panning around, etc. What got me particularly irritated about this film though was the new thing that they threw into the mix by shooting a few frames in black and white in each scene. I believe that the film would have been much better if the camera work was shot in the much more conventional way because as it was I couldn't concentrate on it and found myself analyzing the camera work instead. Maybe if more people express dissatisfaction with camera work like this the filmmakers will finally get the hint.",negative
16875,"How could they take such a beautifully animated gem like Don Bluth's All Dogs go to Heaven and bastardize it with a charmless, cheesy, uninspired sequel. The haunting music and delightful characters are gone, now replaced with tacky animation and an unimaginative plot.<br /><br />The Pros: Charlie Sheen is sometimes fun as Charlie, but he lacks the charming tough guy attitude that brought him to life by Burt Reynolds. I did particularly enjoy the songs ""I will always be with you"" and ""It's too Heavenly here"".<br /><br />The Cons: There seems to be no connection between this and the original. In the beginning Charlie is chums with Carface, but wait a minute. Isn't this the same character who was responsible for Charlie's murder and kidnapped the sweet little orphan he loved? I guess that all changes in Heaven but why isn't Anne-Marie even mentioned? If Itchy makes it to Heaven, wouldn't Flo and Killer make it too? What is with Annabelle the whippet's voice? In the original it sounded feminine and charming and in the sequel it sounds like a whiny, bitchy, parrot. The new characters aren't all that great (except Sasha). And the animation is better compared to a generic Saturday morning cartoon. The constant cartoony ""humor"" is flat and unfunny and the ""heart"" just doesn't work when compare to the original, which had such a moving unsubtle touch that makes me cry every time.<br /><br />All Dogs go to Heaven is one of my all-time favorite films. How Don Bluth allowed this sequel to be made is beyond me.<br /><br />BOTTOM LINE: Not all sequels go to Heaven.",negative
12884,"The only possible way to enjoy this flick is to bang your head against the wall, allow some internal hemorrhaging of the brain, let a bunch of your brain cells die and once you are officially mentally retarded, perhaps then you *MIGHT* enjoy this film.<br /><br />The only saving grace was the story between Raju and Stephanie. Govinda was excellent in the role of the cab driver and so was the Brit girl. Perhaps if they would have created the whole movie on their escapades in India and how they eventually fall in love would have made it a much more enjoyable film.<br /><br />The only reason I gave it a 3 rating is because of Govida and his ability as an actor when it comes to comedy.<br /><br />Juhi Chawla and Anil Kapoor were wasted needlessly. Plus the scene at Heathrow of the re-union was just too much to digest. Being an international traveler in the post 9/11 world, Anil Kapoor would have got himself shot much before he even reached the sky bridge to profess his true love :) But then again the point of the movie was to defy logic, gravity, physics and throw an egg on the face of the *GENERAL* audience.<br /><br />Watch it at your own peril. At least I know I have been scarred for life :(",negative
419,"This would've been a *great* silent film. The acting really is good, at least in a Look Ma, I'm Doing Really Big Acting! sort of way.<br /><br />Everything is HUGE. Every line is PROFOUND! Every scene is SHATTERED BY HUMAN TRAGEDY!<br /><br />Mostly, I felt like gagging. Yet, like any train wreck, I couldn't tear my eyes away. This dialogue might've worked on the stage, although I doubt it. On the screen, it was cluttered, haphazard, hackneyed and pretty much every other stereotypical negative adjective you can come up with to describe a really bad dramatic work.<br /><br />If you enjoy your melodrama in huge, heaping doses, you *might* enjoy the movie. Be prepared to wait, however. For all that melodrama, this thing sure plods along at its own pace.<br /><br />This script must've sounded a lot different when the actors involved were reading it to themselves. It simply doesn't work once they get around to delivering it in front of the camera.<br /><br />IMDB does us a great disservice, at times, when it uses its goofy computer-controlled ""weighted score"". Curse of the Starving Class deserves less than a 1.<br /><br />Character-driven fiction is great, but when you develop your characters by simply pushing them through hoops with no plausible explanation for their maturation or evolution, it isn't character development! Your characters must have a motivation. Being drunk for a while and waking up in a field is *not* character development. That's a plot contrivance.<br /><br />Stay away from this movie. Or at the very least, watch it muted. Perhaps you'll get some amusement from all the arm-waving the characters do.<br /><br />Oh, and word to the wise -- to prove that this is truly an artsy film, you see James Woods in all his dangly male ""look-at-me, I'm-the-figurative-and-literal-representation-of-the-naked-vulnerability-of- man"" glory.<br /><br />Don't say you weren't warned.",negative
37256,"A huge disappointment from writer Hamm and director Dante. Their previous collaboration on the first season's ""Homecoming"" was twisted and darkly hilarious in all the right ways. This poor handling of an intriguing premise left me bewildered. The supposed ""payoff"" showing generic aliens extracting something from the brains of the infected psychopaths was completely unsatisfying and explained nothing. If the point of the story was an extraterrestrial ""cleaning"" of the planet of it's human infestation, why did they go about it in such a gratuitously sadistic and misogynistic fashion? Why not just unleash a completely lethal virus a la Stephen King's ""The Stand"" instead of having the male population butcher the females? I kept hoping the episode would improve as I kept watching but it just got more pretentious and preposterous. The religious subtext simply seemed forced but it was clear Sam Hamm must have thought it was profound by the weight he gave it. I like a lot of both Dante and Hamm's work but this was just unwatchable.",negative
13208,"Two old men sitting on a park bench . I don`t really have a problem with this scene - Only problem is that it`s not a scene it`s the entire movie<br /><br />Yup movies don`t get anymore low concept than this . They also don`t get anymore boring than this either , but there`s worse to come because these two old men are chalk and cheese . One is Nat Moyer who is Yiddish communist while the other is Midge Carter a former golden gloves champion who`s also black . Let me see now , a Jew and a black man sitting on a park bench getting along fine . Well I guess it`s possible though unlikely , but if this film has such an inoffensive scenario why play up to the Jewish stereotype ? Why make them loud tribilistic rabble rousers who take hebrew oaths ? Slightly ironic that the Jews seen at the start of the movie are exactly the type of Jews seen in Nazi propaganda films in the 1930s<br /><br />Stereotypes aside moi dearz the problem with I`M NOT RAPPAPORT is that it`s written for an entirely different meduim than cinema , it`s based on a stage play and it shows . Walter Matthau sleepwalks through his role as Nat while this commentator almost slept through the whole movie",negative
39247,"I got this movie for fifty cents at a going out of business sale. I want my fifty cents back. Bad acting, poor script writing, lousy direction, historically inaccurate, even the sound of the film is awful. It's not the subject matter that offends. I'm one of the many who find suspense films and true crime films very interesting. The subject matter could have been treated more seriously, with much more attention to detail and accuracy, and the lack of respect shown for the victims and their devastated friends and family is enough to puzzle anyone. Also, there is little to no attention paid to what could have caused someone to begin the bizarre behavior that Ed Gein was displaying in acting out these horrible crimes. <br /><br />Save your time and sanity. Don't watch this awful film. If you bought it, you have my sympathy. It's not a total waste though...you can throw away the disc and make use of the plastic case!",negative
15124,"It is incredible that with all of the countless crimes that have been uncovered and laid unequivocally at the doorstep of Marxism, from the Berlin Wall to the Gulag archipelago to the Cultural Revolution to the Khmer Rouge, one still finds admirers of Communist totalitarianism in Hollywood and are still making propaganda in its favor. It just shows the moral depravity of Hollywood.<br /><br />In this particular film a psychotic murderer is glorified. Needless to say that neither his crimes nor his psychotic proclamations were included. That both the director and the actor expect audiences to sit through this seemingly interminable propagandistic film demonstrates the tunnel vision that they have in regards to their object of worship.",negative
33888,"This is clearly a French film. It is about young group of idealist/revolutionary/anarchistic people. It moves very slowly. Long takes. LOng closeups. A minute or more devoted to an attempt to light a pipe full of hash/opium. A long take on how a group overturns a car and burns it. It is a black and white film. The subtitles were white, so about a third of the time they were unreadable. (Why do they do this?) I walked out after about an hour and three quarters when it became clear that this picture was going nowhere, slow. I was not the first to walk out. It was the first time I walked out of a picture in my long lifetime. (Well, maybe the second.)",negative
